user,avg_daily_device_connections,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,risk_score_2,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion,ext_email_ratio,ext_email_ratio_zscore,off_hours_email_count,off_hours_email_ratio,bcc_abuse_flag,bcc_usage_rate,attachment_density,high_attachment_flag,unique_recipient_count,recipient_spread_zscore,email_exfil_composite,total_files_copied,avg_files_per_day,files_copy_volume_zscore,after_hours_file_ratio,after_hours_file_spike,exe_file_ratio,zip_file_ratio,risky_filetype_score,sensitive_doc_ratio,file_staging_composite,after_hours_logon_count,after_hours_logon_zscore,weekend_logon_count,weekend_logon_flag,other_pc_logon_count,other_pc_logon_flag,logon_time_std,logon_erratic_flag,late_hour_device_use,off_hours_intensity,temporal_anomaly_composite,malicious_url_avg,malicious_url_total,malicious_url_flag,malicious_url_zscore,distinct_domain_avg,domain_spread_zscore,after_hours_browsing_avg,after_hours_browse_flag,network_anomaly_composite,distinct_pcs_used,multi_pc_flag,missing_disconnects,missing_disc_zscore,never_used_device_flag,avg_device_connections,device_conn_zscore,device_anomaly_composite,email_file_exfil_chain,dual_off_hours_signal,network_file_chain,lateral_movement_score,exfil_chain_score
HSG0818,0.0,0.0,0.0,0.0,8.805797101,494.0,0.36147541,0.380513496,477.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16666667,5.090909091,56.0,31.33333333,14.0,1.0,10.5138292,20.49682081,2.378910174,0.0,0.0,0.0,0.3,1.7,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,6.169610732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.806797347,4.043051268,2.708050201,1.217553224,0.0,0.0,0.0,477.0,0.0,1.211204562,0.0,0.0,0.36147541,-0.6147735077411902,477.0,477.0,0,0.0,0.380513496,0,494.0,-0.03165863730213353,1.0782712098321146,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.378910174,0,0.0,477.0,0.0,5.090909091,56.0,1,0.6094717669265004,31.33333333,0.16811708835323788,14.0,1,1.0285114978805108,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32585903133160116
HSP0290,0.0,0.0,0.0,0.0,1.0,149.0,0.478494624,0.520710059,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.25,10.0,8.166666667,0.0,0.0,8.99450867,18.00659923,0.140089801,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.810930216,2.397895273,0.0,0.131107032,0.0,0.0,0.0,0.0,0.0,0.249156964,0.0,0.0,0.478494624,0.5753411698127835,0.0,0.0,0,0.0,0.520710059,0,149.0,-0.9814177563661391,-0.26805973087916984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.140089801,0,0.0,0.0,0.0,1.25,10.0,1,-0.252459016417171,8.166666667,-1.078190928435602,0.0,0,-0.27008623919044894,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4295737478082776
HTF0641,0.0,0.0,0.0,0.0,2.945086705,256.0,0.477764423,0.763493621,214.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83333333,2.0,18.0,16.83333333,6.363636364,0.2,9.228901734,21.26522158,0.128089949,0.0,0.0,0.0,0.0,0.8,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,5.370638028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098612289,2.944438979,1.996553882,0.120525892,0.0,0.0,0.0,214.0,0.0,1.074279541,0.0,0.0,0.477764423,0.5679148429903818,214.0,214.0,0,0.0,0.763493621,1,256.0,-0.6868547832071575,2.1399467472572966,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.128089949,0,0.0,214.0,0.0,2.0,18.0,1,-0.08415300547239034,16.83333333,-0.6119462028538878,6.363636364,1,0.7299137608095511,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665539533972307
HTH0007,0.0,0.0,0.0,0.0,17.67506141,1011.37,0.421670758,0.15993857,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.5,0.0,0.0,36.33333333,0.0,0.0,8.933317926,16.01338202,2.358841508,0.0,0.0,2.0,0.9,1.3,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.211596125,0.0,0.0,1.098612289,0.0,0.0,1.192031203,0.0,4.0,0.421670758,-0.0025717613231257003,0.0,0.0,0,0.499232119,0.15993857,0,1011.37,1.3926221610461114,0.35929402172380936,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,2.358841508,0,0.0,0.0,1.0,0.0,0.0,0,-0.532969034658472,36.33333333,0.43710443014879874,0.0,0,-1.2949324206872692,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03708608691026003
HVB0037,0.0,0.0,0.0,0.0,13.56716418,818.0,0.466666667,0.18793546,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.9333333,8.0,120.0,37.86666667,0.0,1.0,7.704962779,15.79921423,0.093479614,0.0,52.0,0.0,0.3,1.5,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.197224577,4.795790546,0.0,0.089364918,0.0,3.970291914,0.0,0.0,0.0,1.189883914,0.0,52.0,0.466666667,0.45504788847885425,0.0,0.0,0,0.493949395,0.18793546,0,818.0,0.8602890571231934,0.5412536859566206,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1,0.0,0,0.093479614,0,0.0,0.0,0.8,8.0,120.0,1,1.262295082085855,37.86666667,0.5195938819914203,0.0,0,0.6120600435092719,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38832536927156236
HWH0646,0.0,0.0,0.0,0.0,2.939130435,242.0,0.432301154,0.792899408,218.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83333333,1.0,5.0,16.66666667,5.818181818,0.2,11.28017797,21.27259152,2.388226851,0.0,0.0,0.0,0.3,1.1,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,5.38907173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.791759469,1.919592841,1.220306732,0.0,0.0,0.0,218.0,0.0,1.007449645,0.0,0.0,0.432301154,0.10554202508302041,218.0,218.0,0,0.0,0.792899408,1,242.0,-0.7253957329662766,1.8370863929508874,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,2.388226851,0,0.0,218.0,0.0,1.0,5.0,1,-0.3085610200654312,16.66666667,-0.6209124472217565,5.818181818,1,0.7299137608095511,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5521512599412745
HWM0342,0.0,0.0,0.0,0.0,2.962209302,266.0,0.406976744,0.229636899,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.41666667,1.8,9.0,18.41666667,0.0,0.0,7.46982344,18.00541705,1.387405789,0.0,0.0,19.0,0.6,0.8,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029619417,2.302585093,0.0,0.870207333,0.0,0.0,2.995732274,0.0,0.0,0.276838832,0.0,38.0,0.406976744,-0.15201355926225346,0.0,0.0,0,0.0,0.229636899,0,266.0,-0.6593255333792155,-0.6671122506644607,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.0,1,1.387405789,0,0.0,0.0,1.0,1.8,9.0,1,-0.12903460839099853,18.41666667,-0.5267668775933103,0.0,0,-0.27008623919044894,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14880515697167654
HWY0038,0.0,0.0,0.0,0.0,10.53703704,249.0,0.541980624,0.221441125,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5,5.916666667,71.0,40.08333333,0.0,0.8,11.57334818,13.65688258,7.435171657,235.0,0.0,341.0,1.5,2.7,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.933933958,4.276666119,0.0,2.132410066,5.463831805,0.0,5.834810737,235.0,0.0,1.264621457,0.0,917.0,0.541980624,1.2210096701941964,0.0,0.0,0,0.0,0.221441125,0,249.0,-0.7061252580867172,0.15486173685551302,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,235.0,1.9197864584342357,0.0,0,341.0,1,7.435171657,1,0.0,235.0,2.0068384013852127,5.916666667,71.0,1,0.7947783850918225,40.08333333,0.6388449364954691,0.0,0,0.3930566224573402,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7204157670051214
IAR0694,0.0,0.0,0.0,0.0,8.7025,598.0,0.374257772,0.700086182,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8,1.0,2.0,27.13333333,3.166666667,0.2,11.52303479,17.8436678,2.723350802,0.0,115.0,135.0,1.2,1.8,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,3.63758616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.098612289,1.427116356,1.314624016,0.0,4.753590191,4.912654886,37.0,0.0,2.280165473,0.0,385.0,0.374257772,-0.48477368882249405,37.0,37.0,0,0.0,0.700086182,0,598.0,0.25464556090846524,1.1377032379032872,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1,135.0,1,2.723350802,0,0.0,37.0,1.8,1.0,2.0,1,-0.3085610200654312,27.13333333,-0.05783227875503297,3.166666667,1,0.7730240553221893,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,16.650000000000002,0.0,0.0,1.0729601264670505
IAT0263,0.0,0.0,0.0,0.0,9.576086957,337.0,0.372839506,0.573212259,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.16666667,1.0,2.0,24.16666667,0.0,0.0,7.472132616,15.51666667,0.12296997,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.098612289,0.0,0.115976935,0.0,0.0,0.0,0.0,0.0,2.046564681,0.0,0.0,0.372839506,-0.4991978088074032,0.0,0.0,0,0.0,0.573212259,0,337.0,-0.4638678596008259,-0.6671122506644607,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.12296997,0,0.0,0.0,0.0,1.0,2.0,1,-0.3085610200654312,24.16666667,-0.21743143452841568,0.0,0,-0.27008623919044894,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5789755292656507
IBP0883,0.0,0.0,0.0,0.0,2.886956522,243.0,0.50248139,0.668674699,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.83333333,1.0,3.0,17.33333333,0.0,0.0,11.23997246,16.21287908,3.675413126,64.0,5.0,0.0,1.2,1.8,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.386294361,0.0,1.542317528,4.17438727,1.791759469,0.0,64.0,0.0,0.970007552,0.0,69.0,0.50248139,0.8192925800799271,0.0,0.0,0,0.0,0.668674699,0,243.0,-0.7226428079834825,-0.10826830784214751,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0.5228354610203876,5.0,1,0.0,0,3.675413126,1,0.0,64.0,1.4715701620058894,1.0,3.0,1,-0.3085610200654312,17.33333333,-0.5850474686743318,0.0,0,-0.27008623919044894,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2632766511564997
ICS0956,0.0,0.0,0.0,0.0,1.0,106.0,0.322335025,0.200819672,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333,1.375,11.0,8.083333333,0.0,0.0,7.224701195,16.26334661,0.125267134,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864997437,2.48490665,0.0,0.11802046,0.0,0.0,0.0,0.0,0.0,0.064731214,0.0,0.0,0.322335025,-1.012841013763008,0.0,0.0,0,0.0,0.200819672,0,106.0,-1.0997935306262905,-0.6671122506644607,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.125267134,0,0.0,0.0,0.0,1.375,11.0,1,-0.22440801459304088,8.083333333,-1.0826740508347266,0.0,0,-0.27008623919044894,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5789755292656507
IDO0176,0.0,0.0,0.0,0.0,14.56811594,800.0,0.317423876,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6666667,16.62791667,202.01,30.5,0.0,1.0,7.707080925,15.79470135,0.097952247,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86948382,5.313255239,0.0,0.093446851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317423876,-1.0627886275673062,0.0,0.0,0,0.0,0.0,0,800.0,0.8107364074328973,-0.4703406347475832,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.097952247,0,0.0,0.0,0.0,16.62791667,202.01,1,3.198468732074756,30.5,0.12328586489996946,0.0,0,1.5713499550661574,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14884687124819168
IEB0153,0.0,0.0,0.0,0.0,4.867924528,302.0,0.537790698,0.618493909,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.46153846,3.0,30.0,25.07692308,0.0,0.0,8.623159269,18.39189223,0.977089584,0.0,21.0,11.0,0.9,1.5,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.386294361,3.433987204,0.0,0.681625856,0.0,3.091042453,2.48490665,0.0,0.0,1.619170375,0.0,43.0,0.537790698,1.178397074706544,0.0,0.0,0,0.0,0.618493909,0,302.0,-0.5602202339986235,0.12694991923241952,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1,11.0,1,0.977089584,0,0.0,0.0,1.8,3.0,30.0,1,0.1402550091206506,25.07692308,-0.16846194411276175,0.0,0,-0.27008623919044894,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4926210886486508
IHK0841,0.0,0.0,0.0,0.0,1.0,140.0,0.396160558,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333,1.0,8.0,8.0,1.714285714,0.2,8.470520231,19.52345857,0.123050017,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,3.135494216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,2.197224577,0.99852883,0.116048213,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.396160558,-0.2620168764418904,22.0,22.0,0,0.0,0.0,0,140.0,-1.006194081211287,1.0563669072784947,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.123050017,0,0.0,22.0,0.0,1.0,8.0,1,-0.3085610200654312,8.0,-1.0871571731800533,1.714285714,1,0.7299137608095511,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2598566967075986
IIA0092,0.0,0.0,0.0,0.0,8.672463768,536.0,0.515618661,0.327874332,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66666667,0.0,0.0,31.0,0.0,0.0,7.463535645,15.53598266,0.118092696,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111624284,0.0,0.0,0.0,0.0,0.0,1.466150454,0.0,0.0,0.515618661,0.9529019123055231,0.0,0.0,0,0.0,0.327874332,0,536.0,0.08396421197522368,0.025153282881233953,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.118092696,0,0.0,0.0,0.0,0.0,0.0,0,-0.532969034658472,31.0,0.15018459907952553,0.0,0,-1.448774077010756,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5479638176054701
IIL0513,0.0,0.0,0.0,0.0,3.048165138,337.0,0.52749301,0.174567344,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,1.2,6.0,18.46666667,0.0,0.0,8.993394077,17.00037965,0.141082451,0.0,88.0,0.0,0.3,0.7,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78845736,1.945910149,0.0,0.131977331,0.0,4.48863637,0.0,0.0,0.0,0.280684354,0.0,88.0,0.52749301,1.073667011883943,0.0,0.0,0,0.0,0.174567344,0,337.0,-0.4638678596008259,0.05835033313101418,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,1,0.0,0,0.141082451,0,0.0,0.0,0.8,1.2,6.0,1,-0.26367941714682297,18.46666667,-0.524077004175355,0.0,0,-0.27008623919044894,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036767629887003904
IJM0139,0.0,0.0,0.0,0.0,1.0,139.0,0.404411765,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333,1.0,2.0,7.083333333,0.0,0.0,8.98155106,18.002842,0.13603851,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.098612289,0.0,0.127547219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404411765,-0.17810003729583299,0.0,0.0,0,0.0,0.0,0,139.0,-1.0089470061940813,-0.6671122506644607,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.13603851,0,0.0,0.0,0.0,1.0,2.0,1,-0.3085610200654312,7.083333333,-1.1364715191938386,0.0,0,-0.27008623919044894,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5789755292656507
IJR0825,0.0,0.0,0.0,0.0,1.0,143.0,0.454063604,0.795857988,26.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,8.0,1.166666667,0.2,8.447591522,19.5477842,0.094973403,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,3.295836866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773189888,0.090730074,0.0,0.0,0.0,26.0,0.0,0.361370147,0.0,0.0,0.454063604,0.32687158523999144,26.0,26.0,0,0.0,0.795857988,1,143.0,-0.9979353062629045,1.9820602028538998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.094973403,0,0.0,26.0,0.0,0.0,0.0,0,-0.532969034658472,8.0,-1.0871571731800533,1.166666667,1,-0.6034195725237824,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34832596601724974
IJW0851,0.0,0.0,0.0,0.0,14.6115942,768.0,0.473037127,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.4166667,9.833333333,118.0,39.5,0.0,1.0,7.75871869,17.7550578,0.14825424,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.382627801,4.779123493,0.0,0.138242737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473037127,0.5198370601850538,0.0,0.0,0,0.0,0.0,0,768.0,0.7226428079834823,-0.12593082392377733,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.14825424,0,0.0,0.0,0.0,9.833333333,118.0,1,1.6737097754316275,39.5,0.6074630801319785,0.0,0,0.908164646878159,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14828004515405466
ILC0838,0.0,0.0,0.0,0.0,1.0,123.0,0.435992579,0.204142012,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333,1.0,1.0,8.0,1.571428571,0.2,8.458188824,19.5400289,0.100427724,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,3.091042453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,0.693147181,0.944461609,0.095698945,0.0,0.0,0.0,21.0,0.0,0.089004402,0.0,0.0,0.435992579,0.14308474070568428,21.0,21.0,0,0.0,0.204142012,0,123.0,-1.0529938059187889,1.1722857085569411,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.100427724,0,0.0,21.0,0.0,1.0,1.0,1,-0.3085610200654312,8.0,-1.0871571731800533,1.571428571,1,0.7299137608095511,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303255684451671
ILR0304,0.0,0.0,0.0,0.0,1.0,148.0,0.467391304,0.156156156,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,7.583333333,0.0,0.0,8.987668593,18.02090559,0.120120007,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113435829,0.0,0.0,0.0,0.0,0.0,0.07298603,0.0,0.0,0.467391304,0.4624176280294781,0.0,0.0,0,0.0,0.156156156,0,148.0,-0.9841706813489333,-0.3420261548329209,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.120120007,0,0.0,0.0,0.0,0.0,0.0,0,-0.532969034658472,7.583333333,-1.1095727850142825,0.0,0,-1.6034195725237825,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7153683549156745
IMB0481,0.0,0.0,0.0,0.0,14.46820809,722.0,0.57231405,0.368957251,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.8333333,8.4,84.0,49.25,0.0,0.8,8.201974952,17.30091522,0.093026331,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.240709689,4.442651256,0.0,0.088950299,0.0,0.0,0.0,0.0,0.0,3.055098409,0.0,0.0,0.57231405,1.5295082002142093,0.0,0.0,0,0.0,0.368957251,0,722.0,0.5960082587749483,0.5091299779298509,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.093026331,0,0.0,0.0,0.0,8.4,84.0,1,1.3520582879230714,49.25,1.1319883966333217,0.0,0,0.994741049829813,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106240349379415
IMG0320,0.0,0.0,0.0,0.0,14.62790698,790.0,0.417010434,0.386128776,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.25,13.25,159.0,38.75,0.0,1.0,7.750578034,15.75765896,0.143953785,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.656756907,5.075173815,0.0,0.134490494,0.0,0.0,0.0,0.0,0.0,2.35538161,0.0,0.0,0.417010434,-0.04996842213608448,0.0,0.0,0,0.0,0.386128776,0,790.0,0.7832071576049553,-0.4760552528313497,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.143953785,0,0.0,0.0,0.0,13.25,159.0,1,2.4404371586993197,38.75,0.5671149788626444,0.0,0,1.3505585933304918,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19372643042030957
