user,avg_daily_device_connections,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,risk_score_2,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion
MDM0625,7.92173913,0,14,1,104,0.301449275,0.3,15.52616279,812,0.298391696,0.203707171,0,0.734319416,0.6,8346,345,24.19130435,5353,49,425,1674,426,419,0,0.8,157.5833333,11.09090909,122,36.16666667,0,1,10.18310178,16.37053445,2.491468543,0,0,62,0.9,3.6,0,8,1,0,0,1,2.188490897,0,2.708050201,0.693147181,4.65396035,0,9.029657472,5.846438775,3.226498869,8.585599224,3.912023005,6.054439346,7.423568444,6.056784013,6.040254711,2.492453855,4.812184355,0,1.250322434,0,0,4.143134726,0,985,0.943750481,29,124
MGS0974,1.213675214,0,1,1,23,0.196581197,0,10.77513228,638,0.403585417,0.593665603,0,0.410017186,0.4,162,53,3.056603774,104,2,8,31,7,10,0,0.6,108.0714286,1.8,9,25.78571429,0,0,8.286161256,17.42780219,1.389017046,0,39,41,0.9,1.9,0,12,1,0,0,0,0.794654127,0,0.693147181,0.693147181,3.17805383,0,5.093750201,3.988984047,1.400346115,4.65396035,1.098612289,2.197224577,3.465735903,2.079441542,2.397895273,1.029619417,2.302585093,0,0.870882003,0,3.688879454,3.737669618,0,26,2.581665447,3,121
MKW0441,2.140672783,0,7,1,24,0.073394495,0.1,2.947521866,220,0.410692588,0.755687438,1,0.49851632,0.4,421,153,2.751633987,272,2,24,78,19,26,0,0.6,25.75,1.555555556,14,17.08333333,0,0,10.00956685,16.48968317,2.554330591,7,1,23,1.5,2.6,0,9,1,0,0,0,1.144437039,0,2.079441542,0.693147181,3.218875825,0.693147181,6.045005314,5.036952602,1.322191475,5.609471795,1.098612289,3.218875825,4.369447852,2.995732274,3.295836866,0.938269639,2.708050201,0,1.268166745,2.079441542,0.693147181,3.17805383,8,58,0.914778826,15,54
MLL0598,8.055072464,0,13,1,105.01,0.362318841,0.3,1,131,0.464285714,0.256716418,0,0,0.2,353,140,2.521428571,227,3,12,70,21,20,0,0.6,9.416666667,1.2,6,8.083333333,0,0,8.490703275,18.51290944,0.134874379,0,0,0,0,1.1,0,8,1,0,0,0,2.203325094,0,2.63905733,0.693147181,4.663533429,0,5.869296913,4.94875989,1.258866751,5.429345629,1.386294361,2.564949357,4.262679877,3.091042453,3.044522438,0.78845736,1.945910149,0,0.126521966,0,0,0,0,49,0.119189765,27,0
MLM0950,2.173913043,1,6,1,25,0.063938619,0.1,1,144,0.537555228,0.735148515,0,0.51980198,0.8,2752,346.22,7.148051948,1808,20,141,503,146,134,0.000726744,0.6,9.533333333,1.142857143,8,8,3,0.2,9.408992725,15.34837372,2.688307973,9,153,78,1.8,3.5,0,11,1,6,0,1,1.154965225,0.693147181,1.945910149,0.693147181,3.258096538,0,7.920446505,5.849958585,2.097778874,7.500529485,3.044522438,4.955827058,6.222576268,4.990432587,4.905274778,0.762140052,2.197224577,1.386294361,1.305167809,2.302585093,5.036952602,4.369447852,1047.66,328.0072674,0.395182928,14,318
MOH0273,7.867830424,0,15,1,105.01,0.284289277,0.1,8.679197995,572,0.410365637,0.188853595,0,0.459717008,0.2,8468.56,346.22,23.20698254,5385.67,47,429.01,1703.01,435.05,422.04,0,0.8,90.8,4.333333333,52,24.93333333,0,0.8,7.20407315,17.29480466,0.094406221,0,53,0,0.3,2.2,0,7,1,5,0,0,2.182430169,0,2.772588722,0.693147181,4.663533429,0,9.044233838,5.849958585,3.186641126,8.591682662,3.871201011,6.063808464,7.440739576,6.077756916,6.047466737,1.673976434,3.970291914,0,0.090211952,0,3.988984047,0,0,985.08,0.67262939,31,53
MOS0047,5.045454545,365,2,4.89,24,0.136363636,0.4,10.75,350,0.330222079,0.809725159,0,0,0.4,1593,164,9.713414634,1023,14,91,326,68,71,0.558066541,0.8,108.6666667,12.16666667,146,33.66666667,0,1,11.57370342,13.54601411,6.878437209,388,0,580,1.5,4.1,0,0,1,0,0,1,1.799306675,5.902633333,1.098612289,1.773255998,3.218875825,0,7.374001859,5.105945474,2.37149666,6.931471806,2.708050201,4.521788577,5.789960171,4.234106505,4.276666119,2.577688383,4.990432587,0,2.06412956,5.963579344,0,6.364750757,388,189.5806654,2.874433098,373.89,1548
MPM0220,8.641647399,365.29,10,4.89,23,0.106481481,0.5,10.68055556,423,0.417957469,0.229735587,0,0,0.2,6689,216,25.06456166,4276,48,349,1331,367,318,0.166093586,1,108.3333333,10.63636364,117,31.75,0,1,11.41540911,13.0326253,7.029380245,506,1,667,1.5,4.2,0,3,1,0,1,1,2.266091986,5.903425369,2.397895273,1.773255998,3.17805383,0,8.808369153,5.379897354,3.260576601,8.361007108,3.891820298,5.857933154,7.194436851,5.908082938,5.765191103,2.454134991,4.770684624,0,2.083107345,6.228511004,0.693147181,6.504288174,506,781.6609359,1.02554379,390.18,1841
MPT0376,1.558935361,0,5,1,33,0.125475285,0,8.777472527,523,0.413642409,0.503599374,0,0.502347418,0.6,1054,229,4.602620087,672,8,58,199,60,57,0,0.6,86.76923077,5.25,21,30.30769231,0,0.4,10.20070693,15.26199641,2.494195892,0,37,84,1.2,2.8,0,12,1,2,0,0,0.939591297,0,1.791759469,0.693147181,3.526360525,0,6.961296046,5.438079309,1.723234361,6.51174533,2.197224577,4.077537444,5.298317367,4.110873864,4.060443011,1.832581464,3.091042453,0,1.251103275,0,3.63758616,4.442651256,0,138,1.828435815,11,205
MSO0222,2,1,0,2,0,0,0.1,10.65271967,468,0.325470574,0,0,0,0.2,1,1,1,0,1,0,0,0,0,0,0,108.5,13.66666667,164,27.83333333,0,1,10.91045292,13.06386199,7.435171657,512,0,709,1.5,2.8,0,15,12,3,0,0,1.098612289,0.693147181,0,1.098612289,0,0,0.693147181,0.693147181,0.693147181,0,0.693147181,0,0,0,0,2.685577345,5.105945474,0,2.132410066,6.240275845,0,6.56526497,512,3,0,3,1930
MTB0620,2.947214076,0,6,1,93,0.272727273,0.1,14.61449275,821,0.401055085,0.719555732,0,0.499404998,0.4,1971,323,6.102167183,1285,9,95,386,87,109,0,0.6,150.75,13.41666667,161,39.5,0,1,10.04135206,17.05115607,2.416074704,0,0,0,0.3,2.4,0,14,1,0,0,0,1.373010033,0,1.945910149,0.693147181,4.543294782,0,7.586803535,5.780743516,1.960399974,7.159291905,2.302585093,4.564348191,5.958424693,4.477336814,4.700480366,2.668384945,5.087596335,0,1.228492145,0,0,0,0,245,4.217472027,13,0
MTT0901,3.214285714,0,0,1,4,0.142857143,0,2.827586207,74,0.338028169,0.876277493,0,0.585365854,0.4,187,28,6.678571429,115,2,13,37,12,8,0,0.6,27.08333333,1.142857143,8,15.75,0,0,11.06252268,18.28965517,2.358788535,0,0,0,0.3,1.3,0,10,1,0,0,0,1.438480114,0,0,0.693147181,1.609437912,0,5.236441963,3.36729583,2.038433518,4.753590191,1.098612289,2.63905733,3.63758616,2.564949357,2.197224577,0.762140052,2.197224577,0,1.211580354,0,0,0,0,22,0.837549348,1,0
MVB0515,1.542016807,0,3,1,25,0.105042017,0,2.923976608,247,0.356106409,0.769,0,0.494,0.4,1777,236,7.529661017,1159,17,93,345,82,81,0,0.6,25.58333333,1.25,5,12.75,0,0,11.32440075,16.23615252,2.52742004,0,0,90,0.9,1.9,0,16,1,0,0,0,0.932957784,0,1.386294361,0.693147181,3.258096538,0,7.483244416,5.468060141,2.143549621,7.056175284,2.890371758,4.543294782,5.846438775,4.418840608,4.406719247,0.810930216,1.791759469,0,1.260566737,0,0,4.510859507,0,213,0.800718796,7,180
MYD0978,1.75,5,0,1,1,0.25,0.2,10.70517928,469,0.519424132,0.338667659,0,0,0.4,15,1,15,6,0,2,3,1,3,1,0.6,107.1666667,6.3,63,34.33333333,0,0.8,7.956409586,17.86597059,0.985970716,3,1,0,0.6,2.6,0,0,12,2,0,0,1.011600912,1.791759469,0,0.693147181,0.693147181,0,2.772588722,0.693147181,2.772588722,1.945910149,0,1.098612289,1.386294361,0.693147181,1.386294361,1.987874348,4.158883083,0,0.68610782,1.386294361,0.693147181,0,3,16,1.883171155,6,4
NAF0326,2.179176755,0,10,1,28,0.06779661,0.1,15.58205689,986,0.289102784,0.598651875,0,0.50259795,0.8,2446,346.22,6.115,1547,18,140,500,109,132,0,0.6,154.3333333,14.6,202.01,25.86666667,0,1,9.932260889,14.56542069,2.459345005,0,218,164,1.2,3.7,0,11,1,6,0,1,1.156622281,0,2.397895273,0.693147181,3.36729583,0,7.802618063,5.849958585,1.962205232,7.344719054,2.944438979,4.94875989,6.216606101,4.700480366,4.890349128,2.747270914,5.313255239,0,1.241079266,0,5.38907173,5.105945474,0,318,2.696816565,21,546
NDM0417,2.189873418,0,5,1,21,0.066455696,0,8.823188406,548,0.415018973,0.792706965,0,0.714848883,0.6,1284,284,4.521126761,847,8,74,219,68,68,0,0.6,89.41666667,1.25,5,39.33333333,0,0,10.42712847,16.95571995,2.705343919,0,0,95,0.9,2.1,0,10,1,0,0,0,1.159981235,0,1.791759469,0.693147181,3.091042453,0,7.158513997,5.65248918,1.708581963,6.742880636,2.197224577,4.317488114,5.393627546,4.234106505,4.234106505,0.810930216,1.791759469,0,1.30977608,0,0,4.564348191,0,160,2.902726907,11,190
NGC0058,1.182432432,1,0,1,27,0.182432432,0,8.715962441,598,0.324482815,0.500403986,44,0.503097226,0.6,200,71,2.816901408,126,1,10,41,12,10,0,0.2,95.13333333,6.769230769,88,30.13333333,2.6,1,8.70971093,18.40267107,2.474265029,0,101,64,1.2,3,0,10,1,1,0,0,0.780440049,0.693147181,0,0.693147181,3.33220451,3.80666249,5.303304908,4.276666119,1.339438944,4.844187086,0.693147181,2.397895273,3.737669618,2.564949357,2.397895273,2.050171159,4.48863637,1.280933845,1.245382954,0,4.624972813,4.17438727,228.6,23,1.415232558,2,229
NGF0157,1.211864407,0,2,1,23,0.194915254,0,8.740740741,607,0.497699115,0.493220339,0,0.498870056,0.2,305,85,3.588235294,192,0,14,63,16,20,0,0.2,86.21428571,3,30,36.92857143,8,0.2,9.221400769,15.80003219,3.266515659,42,104,19,1.8,2.4,0,7,1,1,0,0,0.793835783,0,1.098612289,0.693147181,3.17805383,0,5.723585102,4.454347296,1.523495483,5.262690189,0,2.708050201,4.158883083,2.833213344,3.044522438,1.386294361,3.433987204,2.197224577,1.450797489,3.761200116,4.65396035,2.995732274,722,40,2.145636185,5,184
NKP0236,1.242424242,0,0,1,24,0.242424242,0,8.700581395,508,0.335046249,0.203474774,5,0.71032409,0.4,299,77,3.883116883,184,3,12,62,22,16,0,0.6,89.41666667,6,72,26.66666667,0,0.8,8.141266823,17.80591471,1.74474576,9,0,0,0.6,2.4,0,13,1,4,0,0,0.807557532,0,0,0.693147181,3.218875825,1.791759469,5.703782475,4.356708827,1.585783722,5.220355825,1.386294361,2.564949357,4.143134726,3.135494216,2.833213344,1.945910149,4.290459441,0,1.009688451,2.302585093,0,0,14,41,0.593148737,1,9
NMS0280,1.25,0,3,1,29,0.233870968,0,2.930232558,274,0.468796069,0.521428571,0,0,0.4,321,88,3.647727273,205,2,27,59,17,11,0,0.6,28.5,1,1,18,0,0,9.501089084,18.25019334,1.553417707,0,89,18,0.9,1.9,0,17,1,6,0,0,0.810930216,0,1.386294361,0.693147181,3.401197382,0,5.774551546,4.48863637,1.536378342,5.327876169,1.098612289,3.33220451,4.094344562,2.890371758,2.48490665,0.693147181,0.693147181,0,0.937432739,0,4.49980967,2.944438979,0,28,0.716276784,7,125
NOB0181,1.527536232,0,7,1,26,0.075362319,0.1,2.910638298,299,0.433049709,0.576023392,0,0.5,0.4,1703,316,5.389240506,1100,4,85,344,104,66,0,0.6,25.88235294,2,26,15.64705882,0,0,9.666634004,17.40036404,2.763205118,0,233.08,94,1.2,2.3,0,16,1,5,0,0,0.927245007,0,2.079441542,0.693147181,3.295836866,0,7.440733707,5.758901774,1.854615405,7.003974137,1.609437912,4.454347296,5.843544417,4.65396035,4.204692619,1.098612289,3.295836866,0,1.325271019,0,5.455662937,4.553876892,0,144,0.726049299,15,421.08
NWT0098,2.148026316,0,7,1,24,0.078947368,0.1,8.868338558,524,0.4767642,0.395899611,0,0,0.2,702,216,3.25,438,2,42,144,38,38,0,0.6,90.41666667,1.857142857,13,32.08333333,0,0,7.201985371,17.29451411,0.096901117,0,0,0,0,0.9,0,8,1,0,0,0,1.14677569,0,2.079441542,0.693147181,3.218875825,0,6.555356892,5.379897354,1.446918983,6.084499413,1.098612289,3.761200116,4.976733742,3.663561646,3.663561646,1.049822124,2.63905733,0,0.092489038,0,0,0,0,82,1.673905654,15,0
OBH0499,8.598607889,10,17,1,3,0.006960557,0.3,14.51981352,972,0.47526588,0.576175951,0,0,0.4,594,218,2.724770642,368,6,32,125,30,33,0.005050505,0.6,154.5,5.769230769,75,40.875,21,1,10.48415043,15.89096481,3.044564972,32,173,95,1.8,4.1,0,10,1,6,0,1,2.261618076,2.397895273,2.890371758,0.693147181,1.386294361,0,6.388561406,5.38907173,1.315005277,5.910796644,1.945910149,3.496507561,4.836281907,3.433987204,3.526360525,1.912387457,4.33073334,3.091042453,1.397373998,3.496507561,5.159055299,4.564348191,4610,84.05050505,3.976058839,45,395
OCS0865,2.052959502,0,8,1,95,0.295950156,0.1,15.49855072,844,0.54895502,0.73405648,0,0.491490555,0.8,873,232,3.762931034,541,5,40,185,50,52,0,0.6,151.9166667,9.333333333,112,46.66666667,0,1,9.857890898,17.42524089,2.490152929,0,0,23,0.9,3.4,0,9,1,0,0,1,1.116111449,0,2.197224577,0.693147181,4.564348191,0,6.773080376,5.451038454,1.560863242,6.295266001,1.791759469,3.713572067,5.225746674,3.931825633,3.970291914,2.335374916,4.727387819,0,1.249945555,0,0,3.17805383,0,119,6.245357841,17,46
OLW0689,2.217391304,0,10,1,30,0.093167702,0.1,8.768115942,494,0.275848223,0.732892562,29,0.491900826,0.4,1242,273,4.549450549,815,11,59,236,64,57,0.000805153,0.6,88.66666667,5.545454545,61,28.08333333,2,1,10.97809271,19.0294316,2.388175988,0,0,0,0.3,2.4,0,15,1,1,0,0,1.168570877,0,2.397895273,0.693147181,3.433987204,3.401197382,7.125283092,5.613128106,1.713698923,6.704414355,2.48490665,4.094344562,5.468060141,4.17438727,4.060443011,1.878770846,4.127134385,1.098612289,1.22029172,0,0,0,575,147.0080515,1.772624669,21,0
PAD0773,1.227722772,0,1,1,20,0.198019802,0,2.959064327,255,0.436385256,0.18972332,0,0.701581028,0.4,2558,101,25.06456166,1643,19,125,497,139,135,0,0.8,28.41666667,0,0,16.08333333,0,0,10.73264008,15.85826273,2.478640233,0,0,75,0.9,2.1,0,9,1,1,0,0,0.800979885,0,0.693147181,0.693147181,3.044522438,0,7.847371836,4.624972813,3.260576601,7.404887576,2.995732274,4.836281907,6.210600077,4.941642423,4.912654886,0,0,0,1.24664148,0,0,4.33073334,0,327,0.244988214,3,150
PDH0716,2.076687117,0,7,1,105.01,0.328220859,0.3,1,144,0.48952381,0.876277493,0,0.513353116,0.6,1723,307,5.61237785,1110,16,113,311,77,96,0,0.6,9.5,1.8,18,7.666666667,0,0,9.930612306,16.4476765,2.504010053,0,0,27,0.9,2.4,0,12,1,0,0,0,1.123853407,0,2.079441542,0.693147181,4.663533429,0,7.452402451,5.730099783,1.888943324,7.01301579,2.833213344,4.736198448,5.743003188,4.356708827,4.574710979,1.029619417,2.944438979,0,1.253908042,0,0,3.33220451,0,240,0.428958697,15,54
PMC0328,2.113564669,0,6,1,23,0.072555205,0.1,2.915697674,233,0.44057623,0.663010967,0,0.709870389,0.6,656,205,3.2,414,2,31,148,28,33,0,0.6,27.25,0,0,15.33333333,0,0,9.296233226,18.30105973,2.440171984,0,0,0,0.3,1.6,0,12,1,0,0,0,1.135768266,0,1.945910149,0.693147181,3.17805383,0,6.487684018,5.327876169,1.435084525,6.02827852,1.098612289,3.465735903,5.003946306,3.36729583,3.526360525,0,0,0,1.235521465,0,0,0,0,72,0.851695329,13,0
PMV0850,1.516129032,5,4,1,20,0.080645161,0.2,1,146,0.4625,0.208823529,19,0.494117647,0.2,490,148,3.310810811,305,4,19,107,27,28,0.03877551,0.6,9.363636364,1,1,8.272727273,1.25,0.2,11.07310647,19.26043719,3.118175241,18,0,60,1.5,2.7,0,18,1,0,0,0,0.922721622,1.791759469,1.609437912,0.693147181,3.044522438,2.995732274,6.196444128,5.003946306,1.46112601,5.723585102,1.609437912,2.995732274,4.682131227,3.33220451,3.36729583,0.693147181,0.693147181,0.810930216,1.415410163,2.944438979,0,4.110873864,222,68.3877551,0.096580882,14,138
PNH0761,1.344444444,1,0,1,29,0.322222222,0.2,2.900584795,253,0.516881522,0.252016129,0,0.51108871,0.6,2106,90,23.4,1357,11,109,415,93,121,0.000949668,0.8,25.5,1.166666667,7,17.16666667,0,0,8.980943806,15.08096169,3.247910075,42,4,38,1.8,3.4,0,9,1,1,0,1,0.852048463,0.693147181,0,0.693147181,3.401197382,0,7.653020414,4.510859507,3.194583132,7.213768308,2.48490665,4.700480366,6.03068526,4.543294782,4.804021045,0.773189888,2.079441542,0,1.446427115,3.761200116,1.609437912,3.663561646,42,275.0094967,0.37783737,2,122
PNL0301,2.260273973,0,7,1,12,0.082191781,0.1,1.086092715,96,0.352272727,0.420731707,0,0,0,296,96,3.083333333,183,4,16,63,11,19,0,0.6,9.333333333,1.333333333,8,7.25,0,0,8.945405983,18.06378205,0.095256186,0,0,0,0,0.7,0,11,1,0,0,0,1.181811233,0,2.079441542,0.693147181,2.564949357,0,5.693732139,4.574710979,1.406913648,5.214935758,1.609437912,2.833213344,4.158883083,2.48490665,2.995732274,0.84729786,2.197224577,0,0.090988295,0,0,0,0,50,0.160972306,15,0
PPF0435,6.75,27,0,1,0,0,0.2,9.546712803,505,0.526512651,0.202972091,0,0,0.4,1,1,1,0,0,0,1,0,0,1,0.4,89.75,3,24,34,0,0,8.085329743,16.89959562,1.185646388,3,0,0,0.6,1.6,0,20,1,3,0,0,2.047692843,3.33220451,0,0.693147181,0,0,0.693147181,0.693147181,0.693147181,0,0,0,0.693147181,0,0,1.386294361,3.218875825,0,0.781911614,1.386294361,0,0,3,10,1.020232127,28,3
PSF0133,2.229508197,0,3,1,14,0.076502732,0,1.069518717,111,0.396341463,0,0,0,0.2,449,136,3.301470588,289,1,25,79,29,26,0,0.2,9.25,1,3,7.416666667,0,0,8.943245614,18.04947368,0.104904668,0,0,0,0,0.4,0,11,1,0,0,0,1.172329865,0,1.386294361,0.693147181,2.708050201,0,6.109247583,4.919980926,1.458956961,5.669880923,0.693147181,3.258096538,4.382026635,3.401197382,3.295836866,0.693147181,1.386294361,0,0.099759058,0,0,0,0,55,0,7,0
QJR0688,1.56640625,0,4,1,22,0.0859375,0,9.811111111,586,0.441553937,0.621460929,51,0.487825595,0.6,1069,228,4.688596491,679,6,57,227,43,57,0,0.6,89.07142857,3.75,30,35.42857143,5.666666667,0.6,10.34536174,17.89115309,2.814357992,0,20,123,1.2,3,0,10,1,1,0,0,0.942506574,0,1.609437912,0.693147181,3.135494216,3.951243719,6.975413927,5.433722004,1.738463555,6.522092798,1.945910149,4.060443011,5.429345629,3.784189634,4.060443011,1.558144618,3.433987204,1.897119985,1.338772365,0,3.044522438,4.820281566,1343,132,2.692252476,9,266
QOS0878,2.19266055,0,2,1,8,0.073394495,0,13.69026549,305,0.365844105,0.716871364,0,0.489980608,0.4,127,49,2.591836735,70,1,15,32,3,6,0,0.2,154.5625,10.53333333,158,33.375,0,1,10.25772177,16.25160338,2.735674651,0,55,45,1.2,2.8,0,7,1,6,0,0,1.160854598,0,1.098612289,0.693147181,2.197224577,0,4.852030264,3.912023005,1.278663697,4.262679877,0.693147181,2.772588722,3.496507561,1.386294361,1.945910149,2.445241393,5.068904202,0,1.317928432,0,4.025351691,3.828641396,0,15,3.590452322,5,145
QRM0739,8.638728324,0,16,1,5,0.014450867,0.1,15.65217391,822,0.335175369,0.580555556,0,0,0.6,8401,346,24.28034682,5385,57.01,429.01,1666,435.05,405,0,0.8,152.6666667,1.2,6,23.16666667,0,0,8.347744292,16.88527245,1.567694823,0,0,19,0.6,2.1,0,11,1,0,0,0,2.265789183,0,2.833213344,0.693147181,1.791759469,0,9.036225052,5.84932478,3.230027288,8.591558273,4.060615409,6.063808464,7.418780883,6.077756916,6.00635316,0.78845736,1.945910149,0,0.94300854,0,0,2.995732274,0,981.03,3.045724008,33,38
RAB0589,1.333333333,3,0,1,1,0.333333333,0.2,1,99,0.336507937,0.64921466,0,0.497382199,0.2,2,1,2,2,0,0,0,0,0,1,0.4,8.75,1.875,15,7,0,0,10.91321952,16.8513798,2.815732663,3,1,75,1.5,2.3,0,3,9,5,1,0,0.84729786,1.386294361,0,0.693147181,0.693147181,0,1.098612289,0.693147181,1.098612289,1.098612289,0,0,0,0,0,1.056052674,2.772588722,0,1.339132694,1.386294361,0.693147181,4.33073334,3,10,0.218465885,4,154
RAR0725,2.148148148,0,0,1,16,0.098765432,0,1.079754601,88,0.356617647,0.255681818,0,0,0,355,115,3.086956522,224,3,19,65,22,22,0,0.6,9.333333333,1.5,9,7.083333333,0,0,7.720467836,16.77641326,0.112750123,0,0,0,0,0.6,0,7,1,0,0,0,1.14681439,0,0,0.693147181,2.833213344,0,5.874930731,4.753590191,1.407800566,5.416100402,1.386294361,2.995732274,4.189654742,3.135494216,3.135494216,0.916290732,2.302585093,0,0.10683454,0,0,0,0,53,0.098452725,1,0
RAW0915,1.542253521,11,4,1,30,0.105633803,0.2,8.746867168,582,0.490839959,0.578510029,297,0.436103152,0.6,459,155,2.961290323,291,1,23,94,24,26,0.052287582,0.2,94.28571429,5.285714286,74,41.21428571,8.076923077,1,10.71883603,19.17652998,2.673356629,4,94,37,1.8,3.8,0,9,1,5,0,1,0.933050901,2.48490665,1.609437912,0.693147181,3.433987204,5.697093487,6.131226489,5.049856007,1.376569811,5.676753802,0.693147181,3.17805383,4.553876892,3.218875825,3.295836866,1.838279485,4.317488114,2.205735267,1.301105857,1.609437912,4.553876892,3.63758616,1552.923077,55.52287582,2.483724001,20,172
RDT0424,1.534188034,0,8,1,23,0.098290598,0.1,8.730434783,499,0.406998158,0.582669323,0,0.720783533,0.6,464,152,3.052631579,288,2,29,100,27,18,0,0.6,89.33333333,3.428571429,24,24.41666667,0,0.4,10.30786433,17.26635832,2.750877912,0,0,72,0.9,2.6,0,14,1,0,0,0,0.929873284,0,2.197224577,0.693147181,3.17805383,0,6.142037406,5.030437921,1.399366443,5.666426688,1.098612289,3.401197382,4.615120517,3.33220451,2.944438979,1.488077055,3.218875825,0,1.321989922,0,0,4.290459441,0,42,2.070381936,17,144
RGG0064,1.5,6,0,1,1,0.25,0.2,8.558558559,338,0.37183189,0.821578947,0,0,0.4,12,1,12,7,0,0,4,1,0,1,0.4,90.83333333,1,2,32.08333333,0,0,9.354544888,15.13563176,2.612659416,3,0,0,0.9,1.9,0,20,10,0,0,0,0.916290732,1.945910149,0,0.693147181,0.693147181,0,2.564949357,0.693147181,2.564949357,2.079441542,0,0,1.609437912,0.693147181,0,0.693147181,1.098612289,0,1.284444182,1.386294361,0,0,3,10,2.614547656,7,3
RHL0992,2.215568862,63,5,1,16,0.095808383,0.2,8.948863636,313,0.379454132,0.587936508,330,0,0.6,370,117,3.162393162,239,2,21,67,24,17,0.183783784,0.8,88.08333333,5.833333333,70,27.33333333,19.45454545,1,11.39093977,21.02823467,2.520596161,2,0,7,1.5,4.1,0,9,1,0,0,1,1.168004282,4.158883083,1.791759469,0.693147181,2.833213344,5.802118375,5.916202063,4.770684624,1.426090188,5.480638923,1.098612289,3.091042453,4.219507705,3.218875825,2.890371758,1.921812597,4.262679877,3.018205129,1.258630339,1.098612289,0,2.079441542,2608.181818,41.83783784,1.996446171,74,16
RHO0732,2.123076923,15,6,1,23,0.070769231,0.3,14.53623188,768,0.317217981,0.524227318,0,0.737387836,0.6,855,236,3.622881356,565,5,50,141,53,41,0.022222222,0.6,152.8333333,3.909090909,43,32.75,31.5,0.6,10.72961596,14.6273792,3.804448934,62,3,128,1.8,3.9,0,8,1,0,0,1,1.138818709,2.772588722,1.945910149,0.693147181,3.17805383,0,6.752270376,5.468060141,1.531018181,6.338594078,1.791759469,3.931825633,4.955827058,3.988984047,3.737669618,1.591088774,3.784189634,3.481240089,1.56954235,4.143134726,1.386294361,4.859812404,7496,97.22222222,2.417292965,28,321
RKD0604,5,20,0,1,0,0,0.2,14.52666667,448,0.36996337,0.178522258,0,0,0.2,49,2,24.5,30,0,3,11,1,4,1,0.8,152,12.58333333,151,39.08333333,0,1,8.139047619,16.7516324,1.90481775,4,0,0,0.6,2.8,0,22,7,4,1,0,1.791759469,3.044522438,0,0.693147181,0,0,3.912023005,1.098612289,3.238678452,3.433987204,0,1.386294361,2.48490665,0.693147181,1.609437912,2.608843551,5.023880521,0,1.066370652,1.609437912,0,0,4,18,0.959438339,21,4
RLG0856,1.613043478,5,4,1,26,0.113043478,0.2,14.22608696,789,0.427098857,0.523634882,0,0.496943765,0.4,334,123,2.715447154,207,2,23,56,25,21,0.023952096,0.6,161.3333333,6.916666667,83,36.25,0,0.8,9.920031149,16.97131156,3.040870126,23,2,0,1.2,3.2,0,12,1,0,0,0,0.960515626,1.791759469,1.609437912,0.693147181,3.295836866,0,5.814130532,4.820281566,1.312499036,5.33753808,1.098612289,3.17805383,4.043051268,3.258096538,3.091042453,2.068970242,4.430816799,0,1.396460046,3.17805383,1.098612289,0,23,48.23952096,3.181576996,14,25
RMW0542,2.52027027,0,3,1,21,0.141891892,0,8.7875,285,0.484615385,0,0,0,0.2,330,99,3.333333333,210,3,12,61,25,19,0,0.6,90.08333333,3.666666667,22,31.33333333,0,0.4,7.97815735,18.02246377,0.132736111,0,0,0,0,1.2,0,15,1,0,0,0,1.258537768,0,1.386294361,0.693147181,3.091042453,0,5.802118375,4.605170186,1.466337069,5.351858133,1.386294361,2.564949357,4.127134385,3.258096538,2.995732274,1.540445041,3.135494216,0,0.124636043,0,0,0,0,47,0,7,0
RNP0211,3.128279883,0,17,1,23,0.067055394,0.1,13.47976879,716,0.419581329,0.732632933,0,0,0.4,2638,343,7.690962099,1711,15,140,493,150,129,0,0.6,137.4166667,1.8,9,29.83333333,0,0,9.835568889,15.75447977,2.424052562,0,0,0,0.3,1.4,0,8,1,0,0,0,1.417860827,0,2.890371758,0.693147181,3.17805383,0,7.878155337,5.840641657,2.162283647,7.445417557,2.772588722,4.94875989,6.202535517,5.017279837,4.86753445,1.029619417,2.302585093,0,1.230824809,0,0,0,0,303,4.143668788,35,0
